slope_risk,rainfall_24h_mm,road_condition,bridge_condition,historical_disruptions,congestion_level,flood_risk_level,landslide_probability,elevation_m,river_proximity,month,road_distance_km,risk_score,risk_level,estimated_hours,delay_hours
15.0,2.9,0,0,0,1,14.8,0.021,68.0,0.85,11,175,4,low,3.7,0.1
51.9,4.7,2,0,8,3,100.0,0.419,515.0,0.65,6,190,45,medium,13.0,9.0
39.1,0.7,1,1,4,0,91.2,0.066,574.0,0.55,10,380,25,low,10.9,3.0
41.3,2.7,1,1,4,1,37.9,1.0,550.0,0.5,4,110,29,low,3.2,0.9
39.8,1.7,0,0,0,0,14.5,0.021,202.0,0.7,2,330,4,low,6.9,0.1
46.4,0.6,0,1,0,1,14.2,0.02,594.0,0.5,1,440,13,low,9.2,0.0
39.8,2.3,1,1,5,2,81.5,0.275,578.0,0.45,4,168,32,medium,4.9,1.4
26.1,2.7,0,0,1,3,14.8,0.021,35.0,0.85,2,550,15,low,11.6,0.2
57.5,4.9,0,0,7,2,26.4,1.0,1438.0,0.4,5,85,30,low,1.8,0.0
47.1,15.9,1,1,9,0,100.0,0.699,578.0,0.45,9,168,41,medium,5.2,1.7
56.5,16.3,1,1,10,1,100.0,0.704,578.0,0.45,7,168,48,medium,5.2,1.7
47.8,1.5,0,0,6,2,41.2,1.0,775.0,0.5,6,245,32,medium,5.1,0.0
55.4,2.7,1,1,0,1,3.2,0.181,1117.0,0.35,2,145,23,low,4.2,1.2
37.7,8.3,1,1,2,0,100.0,0.151,574.0,0.55,9,380,27,low,11.3,3.4
33.2,0.5,1,1,1,3,6.1,0.162,550.0,0.5,12,110,25,low,3.2,0.9
47.0,3.7,1,0,1,3,6.4,0.175,1197.0,0.3,1,180,27,low,5.2,1.5
44.6,0.3,1,0,0,0,14.1,0.02,502.0,0.6,12,270,19,low,7.7,2.1
25.5,29.3,2,1,9,3,100.0,0.866,470.0,0.55,8,215,55,medium,16.8,12.3
0.0,1.5,0,0,1,1,14.4,0.021,102.0,0.7,3,270,2,low,5.7,0.0
17.5,45.9,1,0,10,1,100.0,1.0,250.0,0.6,7,230,48,medium,8.5,3.7
39.7,0.4,1,1,4,0,36.3,1.0,550.0,0.5,4,110,26,low,3.1,0.9
44.4,1.8,1,0,6,0,74.5,0.204,762.0,0.55,10,265,26,low,7.6,2.1
0.0,4.5,0,0,7,2,100.0,0.278,68.0,0.85,9,175,22,low,3.7,0.1
55.0,28.0,1,1,6,0,100.0,0.111,574.0,0.55,5,380,39,medium,12.6,4.7
34.0,3.4,1,0,4,2,83.2,0.282,488.0,0.55,5,140,27,low,4.1,1.2
59.4,13.2,0,1,0,0,17.7,0.027,594.0,0.5,3,440,12,low,9.8,0.7
24.8,8.7,0,0,6,0,91.5,0.316,688.0,0.6,5,210,18,low,4.6,0.2
29.4,1.0,0,0,3,3,73.4,0.2,115.0,0.75,5,195,20,low,4.1,0.0
60.3,4.6,1,1,1,1,6.6,0.178,550.0,0.5,1,110,22,low,3.2,0.9
46.0,8.6,0,0,2,1,91.3,0.316,688.0,0.6,4,210,20,low,4.6,0.2
0.9,6.0,0,0,0,0,15.7,0.023,68.0,0.85,11,175,2,low,3.8,0.1
75.8,26.9,2,0,13,2,61.6,1.0,1238.0,0.35,6,190,56,medium,14.6,10.7
12.1,0.1,0,0,0,0,13.0,0.04,20.0,0.8,12,320,1,low,6.7,0.0
64.0,44.4,2,0,8,2,100.0,1.0,1197.0,0.3,6,180,62,high,15.4,11.7
10.8,0.6,0,0,11,3,100.0,0.254,68.0,0.85,6,175,30,low,3.7,0.0
21.6,32.3,0,0,3,3,100.0,0.353,802.0,0.6,5,270,30,low,6.7,1.1
0.7,0.8,0,0,0,2,14.2,0.02,35.0,0.85,12,550,5,low,11.5,0.0
34.8,0.4,0,0,0,0,8.1,0.04,797.0,0.4,11,74,3,low,1.5,0.0
44.0,24.9,0,0,10,1,100.0,0.811,408.0,0.6,8,240,38,medium,5.7,0.7
27.2,4.8,1,0,0,1,8.8,0.045,470.0,0.55,3,215,7,low,6.3,1.8
53.1,19.0,1,1,9,1,41.4,1.0,1117.0,0.35,6,145,42,medium,4.6,1.6
12.7,2.4,0,0,1,1,10.5,0.085,215.0,0.75,3,280,7,low,5.9,0.1
19.1,9.4,0,0,5,1,85.6,0.241,802.0,0.6,4,270,23,low,5.9,0.3
35.4,1.6,0,0,0,0,12.4,0.031,802.0,0.6,11,270,6,low,5.7,0.0
59.7,15.2,2,2,1,2,7.8,0.221,870.0,0.45,3,310,32,medium,22.4,15.9
32.8,1.0,1,0,2,1,8.2,0.041,470.0,0.55,11,215,15,low,6.2,1.7
16.2,12.1,0,0,0,0,17.4,0.026,102.0,0.7,3,270,4,low,6.0,0.4
50.3,32.0,0,0,8,3,100.0,0.9,688.0,0.6,8,210,42,medium,5.2,0.8
11.7,0.4,0,0,2,1,14.1,0.02,35.0,0.85,12,550,6,low,11.5,0.0
3.7,3.0,0,0,8,0,89.0,0.14,68.0,0.85,10,175,20,low,3.7,0.1
50.1,0.5,0,0,1,0,8.1,0.04,797.0,0.4,1,74,10,low,1.5,0.0
11.0,2.6,0,0,0,3,14.7,0.021,68.0,0.85,11,175,12,low,3.7,0.0
33.0,2.7,1,0,3,2,75.8,0.208,515.0,0.65,4,190,27,low,5.5,1.5
51.3,8.2,1,1,0,3,7.0,0.193,550.0,0.5,3,110,24,low,3.3,1.0
13.1,1.0,0,0,1,3,14.3,0.02,68.0,0.85,1,175,7,low,3.7,0.0
9.3,45.0,0,0,6,1,100.0,0.531,35.0,0.85,9,550,34,medium,14.8,3.3
51.1,0.7,0,0,2,0,85.2,0.132,202.0,0.7,4,330,20,low,6.9,0.0
45.4,8.5,0,0,0,0,3.5,0.206,750.0,0.5,3,340,14,low,7.4,0.3
18.1,7.8,0,0,1,0,8.1,0.12,422.0,0.65,3,485,5,low,10.5,0.4
48.6,2.7,1,1,3,1,6.3,0.171,550.0,0.5,11,110,20,low,3.2,0.9
35.6,1.2,0,0,2,0,14.3,0.021,790.0,0.55,1,98,2,low,2.1,0.0
64.4,6.7,1,0,1,1,6.8,0.187,1197.0,0.3,2,180,20,low,5.3,1.6
28.9,2.6,0,0,0,0,8.4,0.043,115.0,0.75,3,195,9,low,4.1,0.1
44.8,0.4,1,0,1,0,13.1,0.04,488.0,0.55,1,140,16,low,4.0,1.1
44.9,18.0,0,0,0,0,10.9,0.058,797.0,0.4,3,74,13,low,1.7,0.2
84.2,6.8,1,0,4,3,40.9,1.0,1197.0,0.3,4,180,43,medium,5.3,1.6
44.9,2.4,0,0,0,2,8.4,0.042,797.0,0.4,11,74,13,low,1.6,0.0
45.0,6.5,0,1,8,0,100.0,0.291,594.0,0.5,8,440,27,low,9.5,0.3
9.2,3.7,0,0,2,0,90.2,0.142,35.0,0.85,5,550,10,low,11.7,0.2
57.0,1.2,0,0,0,0,4.1,0.144,1438.0,0.4,2,85,8,low,1.8,0.0
45.4,1.7,0,0,1,1,14.5,0.021,202.0,0.7,1,330,10,low,6.9,0.1
20.2,29.9,1,0,12,2,100.0,0.656,802.0,0.6,7,270,46,medium,9.1,3.4
83.3,7.9,1,1,1,2,3.5,0.203,1117.0,0.35,3,145,24,low,4.3,1.3
58.3,3.6,2,2,2,2,38.6,1.0,870.0,0.45,10,310,41,medium,21.0,14.6
53.2,2.3,0,0,1,0,4.2,0.148,775.0,0.5,2,245,10,low,5.2,0.1
26.0,1.8,0,0,0,0,10.4,0.084,215.0,0.75,11,280,2,low,5.9,0.1
20.7,0.5,0,0,1,2,13.1,0.041,20.0,0.8,12,320,7,low,6.7,0.0
7.1,3.8,0,0,0,2,15.1,0.022,68.0,0.85,3,175,12,low,3.7,0.1
13.2,3.4,0,0,11,1,100.0,0.407,115.0,0.75,6,195,27,low,4.1,0.1
49.0,0.1,0,0,1,0,7.0,0.1,422.0,0.65,2,485,10,low,10.1,0.0
71.1,0.2,1,1,0,0,3.0,0.171,1117.0,0.35,12,145,16,low,4.1,1.1
35.8,1.9,0,1,9,0,100.0,0.262,202.0,0.7,6,330,32,medium,6.9,0.1
40.4,17.1,0,0,4,1,100.0,0.713,797.0,0.4,6,74,28,low,1.7,0.1
18.5,6.1,0,0,3,2,53.9,0.3,115.0,0.75,10,195,17,low,4.2,0.1
72.8,8.3,0,0,0,2,4.7,0.169,1438.0,0.4,3,85,15,low,1.8,0.1
36.7,40.6,0,0,4,1,100.0,1.0,688.0,0.6,7,210,32,medium,5.5,1.1
23.1,11.3,1,0,10,1,100.0,1.0,215.0,0.75,9,280,38,medium,8.5,2.6
31.1,6.5,0,0,3,2,94.9,0.151,202.0,0.7,10,330,24,low,7.1,0.2
45.3,11.0,1,1,2,2,100.0,0.083,574.0,0.55,10,380,29,low,11.5,3.6
58.1,1.1,1,0,0,0,13.3,0.041,488.0,0.55,12,140,18,low,4.0,1.1
66.0,0.0,1,0,1,0,4.0,0.14,1238.0,0.35,1,190,13,low,5.4,1.5
38.9,15.1,1,0,5,3,100.0,0.345,790.0,0.55,6,98,33,medium,3.0,1.0
37.1,0.5,0,1,1,3,14.1,0.02,594.0,0.5,1,440,22,low,9.2,0.0
55.8,2.2,1,0,1,0,4.2,0.148,1238.0,0.35,3,190,11,low,5.5,1.5
30.1,27.5,0,0,10,3,100.0,0.633,115.0,0.75,9,195,41,medium,4.7,0.6
39.7,1.6,0,0,2,2,80.5,0.27,688.0,0.6,4,210,15,low,4.4,0.0
46.2,0.0,1,0,1,0,14.0,0.02,502.0,0.6,12,270,15,low,7.7,2.1
22.5,28.3,0,0,6,2,100.0,0.64,115.0,0.75,7,195,32,medium,4.7,0.7
53.2,1.0,2,1,10,0,30.6,1.0,1117.0,0.35,6,145,42,medium,9.7,6.7
15.9,7.9,1,0,11,3,100.0,0.299,102.0,0.7,8,270,36,medium,8.0,2.4
32.5,4.7,0,0,0,0,15.3,0.022,790.0,0.55,3,98,7,low,2.1,0.0
30.2,0.3,0,0,3,0,84.4,0.131,202.0,0.7,4,330,18,low,6.9,0.0
24.3,1.9,0,0,0,2,8.3,0.042,115.0,0.75,3,195,11,low,4.1,0.0
42.1,0.2,0,0,0,0,7.0,0.101,422.0,0.65,12,485,7,low,10.1,0.0
38.9,0.7,1,1,0,3,15.2,0.01,574.0,0.55,12,380,24,low,10.9,3.0
33.5,48.4,0,0,11,1,100.0,1.0,422.0,0.65,7,485,47,medium,13.3,3.2
24.1,0.9,0,0,3,0,85.5,0.133,68.0,0.85,5,175,15,low,3.7,0.0
24.0,0.6,1,0,1,0,14.2,0.02,502.0,0.6,11,270,10,low,7.7,2.1
36.9,14.2,0,0,5,1,100.0,0.508,802.0,0.6,9,270,23,low,6.1,0.4
52.9,2.6,1,1,0,3,3.2,0.181,1117.0,0.35,11,145,24,low,4.2,1.2
59.1,7.0,1,1,11,1,79.8,1.0,961.0,0.35,9,390,42,medium,11.5,3.4
21.4,7.9,1,0,1,2,69.4,0.622,250.0,0.6,5,230,27,low,6.8,2.0
80.3,16.3,1,1,1,0,4.0,0.239,1117.0,0.35,3,145,23,low,4.5,1.5
19.1,3.7,0,1,11,3,100.0,0.273,202.0,0.7,9,330,36,medium,7.0,0.1
33.0,7.1,0,0,17,1,100.0,0.589,408.0,0.6,7,240,34,medium,5.2,0.2
27.5,0.6,0,0,1,3,12.1,0.03,802.0,0.6,12,270,16,low,5.6,0.0
20.4,1.4,0,0,1,1,14.4,0.021,102.0,0.7,12,270,9,low,5.7,0.0
61.7,6.5,1,1,1,1,6.8,0.186,1041.0,0.3,11,200,22,low,5.9,1.7
24.9,3.2,0,0,0,0,8.5,0.043,797.0,0.4,3,74,3,low,1.6,0.0
39.8,1.7,1,0,2,1,4.1,0.146,1238.0,0.35,11,190,11,low,5.5,1.5
46.5,3.7,1,1,0,0,6.4,0.175,550.0,0.5,2,110,20,low,3.2,0.9
62.3,3.3,1,0,6,2,25.6,0.986,1238.0,0.35,10,190,31,medium,5.5,1.6
46.7,3.7,0,0,2,0,4.3,0.153,1438.0,0.4,1,85,8,low,1.8,0.0
58.4,7.9,1,0,9,1,100.0,0.449,762.0,0.55,9,265,32,medium,7.9,2.4
0.0,31.1,0,0,5,0,100.0,0.231,68.0,0.85,5,175,23,low,4.3,0.7
27.9,3.3,1,1,0,3,13.9,0.043,578.0,0.45,11,168,25,low,4.9,1.4
56.8,8.0,0,0,3,0,90.6,0.312,688.0,0.6,5,210,20,low,4.6,0.2
22.2,0.6,0,0,3,3,85.1,0.132,40.0,0.75,10,310,22,low,6.5,0.0
45.5,0.3,0,0,2,0,7.0,0.101,422.0,0.65,1,485,9,low,10.1,0.0
31.3,3.1,0,0,3,0,89.2,0.14,202.0,0.7,5,330,16,low,7.0,0.1
32.4,2.2,0,0,5,3,25.1,0.96,775.0,0.5,5,245,25,low,5.2,0.1
35.3,85.5,1,0,3,0,100.0,1.0,250.0,0.6,4,230,43,medium,11.5,6.7
32.3,0.2,1,0,0,0,8.0,0.04,470.0,0.55,12,215,11,low,6.1,1.7
41.0,0.4,1,0,0,1,12.1,0.03,515.0,0.65,12,190,13,low,5.4,1.5
60.9,25.3,0,0,5,2,60.2,1.0,1438.0,0.4,7,85,34,medium,2.0,0.3
28.7,2.2,1,0,0,0,10.4,0.084,250.0,0.6,3,230,10,low,6.6,1.9
42.4,29.3,0,1,9,3,100.0,0.867,797.0,0.4,8,74,51,medium,1.8,0.3
78.2,7.5,1,0,1,0,6.9,0.19,1197.0,0.3,3,180,24,low,5.3,1.6
65.4,6.9,1,1,0,2,8.0,0.117,961.0,0.35,2,390,23,low,11.5,3.4
28.3,0.3,0,0,1,0,14.1,0.02,202.0,0.7,12,330,8,low,6.9,0.0
46.7,0.8,0,0,0,1,13.2,0.041,408.0,0.6,11,240,7,low,5.0,0.0
38.6,48.2,2,0,6,2,100.0,0.827,762.0,0.55,9,265,53,medium,23.3,17.8
44.3,4.8,1,1,8,0,100.0,0.14,574.0,0.55,6,380,38,medium,11.1,3.2
60.2,38.2,1,1,4,3,100.0,1.0,1197.0,0.3,6,180,53,medium,6.4,2.6
17.1,2.6,0,0,1,2,14.7,0.021,40.0,0.75,12,310,15,low,6.5,0.1
54.1,1.2,0,0,1,0,49.2,0.268,797.0,0.4,4,74,9,low,1.6,0.0
29.4,2.1,0,0,1,1,14.6,0.021,102.0,0.7,3,270,8,low,5.7,0.1
11.5,8.8,0,0,0,2,11.8,0.098,215.0,0.75,2,280,10,low,6.1,0.3
29.7,6.9,0,0,6,1,82.0,0.229,115.0,0.75,5,195,27,low,4.2,0.1
16.5,47.2,0,0,5,1,100.0,0.545,202.0,0.7,8,330,28,low,9.0,2.1
75.7,0.3,1,0,1,0,6.0,0.161,1197.0,0.3,3,180,13,low,5.1,1.4
61.1,11.2,1,0,8,0,49.0,1.0,1238.0,0.35,6,190,40,medium,5.8,1.8
72.3,1.5,1,1,2,3,43.3,0.675,961.0,0.35,5,390,32,medium,11.2,3.1
17.4,25.0,0,0,7,0,100.0,0.813,20.0,0.8,8,320,30,low,7.6,1.0
41.8,2.1,0,1,5,1,87.5,0.137,594.0,0.5,10,440,25,low,9.3,0.1
69.3,5.9,1,0,3,1,26.8,1.0,1238.0,0.35,5,190,29,low,5.6,1.6
39.0,20.2,1,0,4,3,100.0,0.565,515.0,0.65,8,190,38,medium,6.0,2.1
63.4,5.9,1,1,5,1,67.1,1.0,1041.0,0.3,6,200,42,medium,5.9,1.7
54.3,10.0,0,0,4,2,21.6,1.0,750.0,0.5,5,340,28,low,7.5,0.4
16.8,2.9,0,0,6,3,88.8,0.139,40.0,0.75,10,310,24,low,6.6,0.1
38.3,0.6,1,0,0,2,14.2,0.02,502.0,0.6,12,270,17,low,7.7,2.1
26.7,2.1,0,0,0,2,14.6,0.021,68.0,0.85,3,175,11,low,3.7,0.0
73.4,1.6,1,0,7,1,61.9,1.0,1197.0,0.3,7,180,36,medium,5.2,1.4
19.6,8.9,0,0,3,0,98.9,0.159,102.0,0.7,4,270,18,low,5.9,0.3
61.2,3.2,1,1,0,0,7.5,0.108,961.0,0.35,11,390,20,low,11.3,3.2
60.7,7.9,1,1,6,3,81.0,1.0,961.0,0.35,8,390,47,medium,11.6,3.5
80.1,2.8,1,1,0,0,7.4,0.107,961.0,0.35,2,390,23,low,11.3,3.2
4.5,29.4,0,0,6,0,100.0,0.434,35.0,0.85,7,550,26,low,13.4,2.0
80.9,1.8,0,0,1,0,4.1,0.146,1438.0,0.4,2,85,15,low,1.8,0.0
45.9,2.9,0,0,3,2,63.4,0.557,215.0,0.75,4,280,22,low,5.9,0.1
33.3,0.5,0,0,1,0,7.1,0.101,422.0,0.65,2,485,8,low,10.1,0.0
24.3,18.2,0,0,9,1,100.0,0.364,40.0,0.75,9,310,32,medium,7.1,0.6
41.8,58.7,1,0,9,3,100.0,1.0,408.0,0.6,6,240,54,medium,9.7,4.7
44.2,0.5,0,0,1,3,8.1,0.041,797.0,0.4,1,74,16,low,1.5,0.0
58.0,23.2,1,0,3,1,58.5,1.0,1238.0,0.35,7,190,34,medium,6.1,2.2
39.0,2.9,0,0,0,3,13.8,0.043,408.0,0.6,1,240,8,low,5.1,0.1
66.5,26.3,1,1,4,0,27.5,1.0,1117.0,0.35,5,145,35,medium,4.8,1.8
28.3,0.1,0,0,0,0,12.0,0.03,802.0,0.6,2,270,1,low,5.6,0.0
46.0,2.3,1,1,3,3,62.8,1.0,550.0,0.5,7,110,41,medium,3.2,0.9
42.3,8.0,0,0,4,2,34.8,1.0,750.0,0.5,7,340,28,low,7.4,0.3
6.9,6.3,0,0,2,2,14.6,0.046,20.0,0.8,3,320,9,low,6.9,0.2
22.9,10.5,0,0,6,2,100.0,0.316,202.0,0.7,7,330,24,low,7.3,0.4
34.6,10.9,1,0,4,0,87.7,0.248,762.0,0.55,4,265,22,low,8.0,2.5
21.9,0.5,0,0,8,2,80.8,0.506,115.0,0.75,8,195,28,low,4.1,0.0
55.5,0.1,1,0,0,1,12.0,0.03,762.0,0.55,12,265,21,low,7.6,2.1
36.9,3.1,0,0,0,1,8.5,0.043,797.0,0.4,1,74,10,low,1.6,0.0
69.5,1.7,1,1,0,2,13.4,0.042,578.0,0.45,2,168,26,low,4.8,1.3
13.8,32.2,1,0,9,3,100.0,0.677,115.0,0.75,6,195,42,medium,6.6,2.6
65.5,4.4,1,1,1,0,6.5,0.178,1041.0,0.3,1,200,20,low,5.8,1.7
61.7,6.6,1,1,0,1,7.9,0.117,961.0,0.35,3,390,22,low,11.5,3.4
58.9,1.6,1,1,0,2,6.2,0.166,1041.0,0.3,2,200,29,low,5.8,1.6
27.4,5.0,0,0,1,1,52.8,0.293,115.0,0.75,5,195,17,low,4.2,0.1
15.2,14.3,0,0,7,3,100.0,0.339,68.0,0.85,8,175,29,low,3.9,0.3
56.2,0.1,0,0,1,3,3.0,0.17,750.0,0.5,11,340,20,low,7.1,0.0
35.9,4.1,0,0,0,0,15.2,0.022,35.0,0.85,1,550,7,low,11.7,0.2
49.4,47.6,1,1,7,2,100.0,1.0,578.0,0.45,7,168,51,medium,6.3,2.8
38.1,2.8,0,0,0,0,50.7,0.278,797.0,0.4,4,74,10,low,1.6,0.0
62.1,4.4,1,1,1,1,14.1,0.044,578.0,0.45,11,168,23,low,4.9,1.4
4.2,1.1,0,0,9,0,100.0,0.257,68.0,0.85,6,175,23,low,3.7,0.0
55.4,11.5,2,2,4,0,73.8,1.0,870.0,0.45,9,310,40,medium,21.9,15.5
41.0,0.4,0,0,1,3,10.1,0.081,215.0,0.75,11,280,13,low,5.8,0.0
24.7,24.9,0,0,12,3,100.0,0.811,115.0,0.75,7,195,41,medium,4.6,0.6
55.2,37.8,2,1,12,1,52.7,1.0,1117.0,0.35,9,145,49,medium,11.9,8.9
31.0,6.3,1,0,5,0,100.0,0.434,802.0,0.6,8,270,26,low,8.0,2.3
28.5,12.8,1,0,5,1,100.0,0.495,762.0,0.55,9,265,28,low,8.1,2.6
65.1,8.4,1,1,1,0,3.5,0.206,1117.0,0.35,11,145,17,low,4.3,1.3
29.0,4.7,0,0,1,2,15.3,0.022,35.0,0.85,2,550,16,low,11.7,0.3
21.8,0.4,0,0,0,1,14.1,0.02,35.0,0.85,2,550,9,low,11.5,0.0
28.4,1.3,0,0,1,1,8.2,0.041,115.0,0.75,2,195,10,low,4.1,0.0
0.0,4.8,0,0,0,1,15.3,0.022,35.0,0.85,11,550,1,low,11.7,0.3
1.4,1.3,0,0,1,0,14.4,0.021,40.0,0.75,11,310,2,low,6.5,0.0
20.6,2.4,0,0,4,0,50.3,0.275,115.0,0.75,4,195,13,low,4.1,0.0
65.0,3.6,1,1,8,0,75.0,1.0,961.0,0.35,9,390,40,medium,11.3,3.2
36.5,1.2,0,0,0,0,7.2,0.103,422.0,0.65,2,485,3,low,10.2,0.1
62.2,3.8,1,1,15,2,75.3,1.0,961.0,0.35,7,390,47,medium,11.4,3.2
39.3,1.3,1,0,1,3,8.2,0.041,470.0,0.55,1,215,17,low,6.2,1.7
35.8,14.1,2,0,5,3,100.0,0.677,488.0,0.55,9,140,46,medium,10.0,7.1
4.4,16.4,0,0,5,2,100.0,0.366,20.0,0.8,5,320,27,low,7.3,0.6
15.2,1.8,0,0,3,0,8.3,0.042,115.0,0.75,11,195,3,low,4.1,0.0
36.3,4.0,0,0,0,0,8.6,0.044,115.0,0.75,1,195,6,low,4.1,0.1
29.2,8.3,0,0,8,2,100.0,0.453,115.0,0.75,6,195,30,low,4.2,0.2
61.3,27.6,1,1,6,2,93.1,1.0,1041.0,0.3,6,200,53,medium,6.6,2.5
51.3,1.7,1,1,4,1,18.6,1.0,1117.0,0.35,4,145,28,low,4.2,1.2
28.2,7.4,1,0,3,1,55.1,0.308,470.0,0.55,4,215,26,low,6.4,1.9
38.8,0.4,1,0,1,2,8.1,0.04,470.0,0.55,1,215,15,low,6.2,1.7
60.5,4.2,1,1,1,3,3.3,0.188,1117.0,0.35,3,145,25,low,4.2,1.2
63.6,0.6,0,0,0,0,8.1,0.041,797.0,0.4,12,74,10,low,1.5,0.0
63.9,84.4,2,1,8,1,100.0,1.0,1041.0,0.3,9,200,67,high,23.1,18.9
44.3,1.7,2,0,6,2,100.0,0.391,515.0,0.65,9,190,38,medium,12.8,8.8
32.6,1.6,1,0,0,3,8.2,0.042,470.0,0.55,11,215,19,low,6.2,1.7
28.3,0.6,1,0,13,0,100.0,0.38,762.0,0.55,6,265,32,medium,7.6,2.1
60.3,0.8,1,1,0,1,3.0,0.173,1117.0,0.35,1,145,17,low,4.2,1.1
21.4,0.9,0,0,0,1,12.2,0.031,115.0,0.75,1,195,6,low,4.1,0.0
12.3,0.6,0,0,1,0,85.0,0.132,202.0,0.7,10,330,12,low,6.9,0.0
21.5,3.8,1,1,7,2,100.0,0.411,515.0,0.65,8,190,30,low,5.5,1.6
23.9,0.9,0,0,3,1,73.3,0.2,802.0,0.6,4,270,16,low,5.7,0.0
35.2,5.0,1,0,5,0,85.8,0.292,488.0,0.55,5,140,28,low,4.1,1.2
30.6,3.3,0,0,1,2,13.9,0.043,688.0,0.6,12,210,11,low,4.4,0.1
56.8,3.0,0,0,1,1,50.9,0.279,797.0,0.4,5,74,19,low,1.6,0.0
53.8,8.7,1,1,0,3,7.0,0.195,550.0,0.5,2,110,26,low,3.3,1.0
29.4,2.7,0,0,1,3,14.8,0.021,790.0,0.55,11,98,11,low,2.1,0.0
1.5,1.8,0,0,1,1,14.5,0.021,35.0,0.85,2,550,6,low,11.6,0.1
24.7,2.1,0,1,1,0,14.6,0.021,594.0,0.5,2,440,10,low,9.3,0.1
9.7,4.0,0,0,0,0,14.0,0.044,20.0,0.8,3,320,6,low,6.8,0.1
20.7,42.9,1,1,5,1,100.0,1.0,215.0,0.75,6,280,45,medium,10.2,4.4
10.1,4.8,0,1,5,1,100.0,0.28,35.0,0.85,8,550,21,low,11.7,0.3
42.2,2.3,0,0,0,0,10.5,0.085,215.0,0.75,11,280,13,low,5.9,0.1
10.8,15.6,0,0,7,2,100.0,0.694,115.0,0.75,7,195,28,low,4.4,0.3
26.0,23.7,0,0,1,0,4.4,0.271,750.0,0.5,3,340,9,low,8.0,1.0
19.5,0.8,0,0,0,1,14.2,0.02,68.0,0.85,3,175,13,low,3.7,0.0
14.7,0.4,0,0,0,3,14.1,0.02,40.0,0.75,2,310,11,low,6.5,0.0
37.3,9.9,0,0,6,2,47.9,1.0,775.0,0.5,8,245,23,low,5.4,0.3
23.7,8.4,0,0,0,1,16.3,0.024,68.0,0.85,3,175,6,low,3.8,0.2
20.8,0.7,0,0,1,0,13.2,0.041,20.0,0.8,2,320,2,low,6.7,0.0
36.1,1.6,0,0,6,2,100.0,0.26,790.0,0.55,9,98,34,medium,2.1,0.0
14.7,7.7,0,0,4,2,83.1,0.233,115.0,0.75,4,195,24,low,4.2,0.2
36.8,1.4,0,1,4,0,86.4,0.135,594.0,0.5,4,440,16,low,9.2,0.1
36.2,10.1,1,0,1,0,86.5,0.244,515.0,0.65,4,190,21,low,5.7,1.8
55.8,5.7,1,0,5,0,80.2,0.223,515.0,0.65,5,190,33,medium,5.6,1.6
40.4,14.6,1,1,2,0,16.8,0.055,578.0,0.45,2,168,21,low,5.2,1.7
58.8,49.6,1,0,7,1,100.0,1.0,1197.0,0.3,8,180,49,medium,6.8,3.1
19.4,72.5,1,0,6,1,100.0,1.0,250.0,0.6,7,230,54,medium,10.3,5.5
51.5,0.5,1,1,0,2,13.1,0.041,578.0,0.45,11,168,20,low,4.8,1.3
40.7,95.8,1,1,4,2,100.0,1.0,550.0,0.5,7,110,55,medium,6.0,3.7
50.3,3.8,2,2,0,2,6.5,0.175,870.0,0.45,3,310,29,low,21.1,14.6
18.5,11.6,0,0,12,1,100.0,1.0,215.0,0.75,7,280,33,medium,6.2,0.4
37.6,0.1,1,1,5,2,60.2,1.0,550.0,0.5,6,110,32,medium,3.1,0.9
78.9,3.3,1,1,4,1,19.2,1.0,1117.0,0.35,4,145,29,low,4.2,1.2
66.9,4.0,1,0,0,2,4.3,0.154,1238.0,0.35,11,190,20,low,5.5,1.6
37.7,1.7,0,0,0,2,3.1,0.177,750.0,0.5,3,340,7,low,7.1,0.1
38.9,28.2,1,0,5,1,93.8,0.886,250.0,0.6,5,230,33,medium,7.6,2.9
49.7,9.5,1,0,2,2,42.8,1.0,1197.0,0.3,10,180,34,medium,5.4,1.6
43.3,77.7,2,1,13,0,100.0,0.368,574.0,0.55,6,380,66,high,41.4,33.5
57.0,19.1,1,1,5,1,82.9,1.0,1041.0,0.3,7,200,42,medium,6.3,2.2
14.8,32.2,0,0,5,1,100.0,0.235,102.0,0.7,4,270,23,low,6.7,1.1
47.1,3.4,1,0,1,2,4.3,0.152,1238.0,0.35,3,190,19,low,5.5,1.6
53.4,0.9,0,1,0,0,14.3,0.02,594.0,0.5,1,440,10,low,9.2,0.0
38.3,0.5,0,0,1,0,14.2,0.02,68.0,0.85,12,175,4,low,3.7,0.0
54.8,2.2,1,1,3,2,43.9,0.686,961.0,0.35,10,390,33,medium,11.3,3.1
42.1,18.5,2,0,4,1,100.0,0.732,488.0,0.55,9,140,37,medium,10.3,7.4
33.8,8.1,0,0,6,2,100.0,0.601,408.0,0.6,9,240,34,medium,5.2,0.2
25.8,1.2,0,0,2,2,86.1,0.134,102.0,0.7,10,270,21,low,5.7,0.0
20.6,0.6,0,0,1,2,8.1,0.041,115.0,0.75,11,195,7,low,4.1,0.0
70.1,22.7,1,1,6,0,87.3,1.0,1041.0,0.3,6,200,41,medium,6.4,2.3
30.1,38.2,0,0,7,1,100.0,1.0,215.0,0.75,8,280,41,medium,7.2,1.4
34.9,2.9,0,1,0,1,14.8,0.021,594.0,0.5,2,440,14,low,9.3,0.1
